"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","OVEROBESE","SELFREPORTED","PC_POP15","A","2008",47.6,
"TUR","OVEROBESE","SELFREPORTED","PC_POP15","A","2010",49.9,
"TUR","OVEROBESE","SELFREPORTED","PC_POP15","A","2012",52,
"TUR","OVEROBESE","SELFREPORTED","PC_POP15","A","2014",53.6,
"TUR","OVEROBESE","MEASURED","PC_POP15","A","2011",55.4,
"DEU","OVEROBESE","MEASURED","PC_POP15","A","1998",59.7,
"DEU","OVEROBESE","MEASURED","PC_POP15","A","2012",60,
"BEL","OVEROBESE","MEASURED","PC_POP15","A","2014",51,
"FRA","OVEROBESE","MEASURED","PC_POP15","A","2007",49.3,
"MEX","OVEROBESE","SELFREPORTED","PC_POP15","A","2006",37.5,
"MEX","OVEROBESE","SELFREPORTED","PC_POP15","A","2012",46.7,
